Outlets	Modes	Supercatchment	StreamID
342	752	8	2
509	994	8	2
703	1067	8	2
937	1120	8	2
331	1032	8	5
700	1104	8	5
596	1309	8	5
864	1429	8	5
971	1477	8	5
1455	1550	8	5
398	1012	8	9
596	1219	8	9
985	1364	8	9
1368	1460	8	9
1239	1479	8	9
409	1230	8	10
911	1415	8	10
1085	1515	8	10
1241	1547	8	10
1474	1701	8	10
1572	1766	8	10
405	984	8	11
561	1021	8	11
1103	1307	8	11
842	1321	8	11
309	1153	8	12
439	1199	8	12
1248	1330	8	12
489	1235	8	13
859	1325	8	13
1037	1516	8	13
484	1492	8	14
329	1529	8	14
792	1721	8	14
1226	1869	8	14
1698	1888	8	14
1834	1924	8	14
307	1060	8	15
556	1262	8	15
854	1801	8	15
332	1529	8	16
514	1532	8	16
750	1841	8	16
309	1138	8	17
689	1299	8	17
1163	1457	8	17
1007	1508	8	17
1374	1682	8	17
616	974	8	18
773	1162	8	18
893	1173	8	18
1158	1264	8	18
596	1525	8	19
332	1529	8	19
1450	1686	8	19
616	1079	8	21
903	1353	8	21
1312	1450	8	21
364	1529	8	21
592	1304	8	22
329	1529	8	22
1028	1555	8	22
1179	1634	8	22
1335	1764	8	22
1560	2141	8	22
329	1529	8	23
640	1656	8	23
1687	2242	8	23
359	1035	8	27
543	1214	8	27
782	1597	8	27
1291	1827	8	27
815	1026	8	29
974	1344	8	29
333	1529	8	29
1176	1624	8	29
1539	1667	8	29
1349	1683	8	29
384	1035	8	30
541	1210	8	30
1062	1667	8	30
1379	1732	8	30
359	1034	8	31
520	1214	8	31
757	1293	8	31
1000	1770	8	31
1280	2121	8	31
381	1576	8	32
1122	1694	8	32
1691	2216	8	32
380	1034	8	36
536	1214	8	36
714	1748	8	36
1230	1868	8	36
1621	2084	8	36
359	1034	8	37
521	1214	8	37
924	1380	8	37
736	1801	8	37
1182	1909	8	37
1677	2137	8	37
1813	2237	8	37
332	1529	8	38
940	1561	8	38
1406	1736	8	38
1629	1772	8	38
333	1529	8	39
947	1569	8	39
1075	1651	8	39
1263	1826	8	39
730	1899	8	39
1504	2165	8	39
2049	2240	8	39
307	1060	8	40
1043	1190	8	40
565	1228	8	40
1198	1675	8	40
305	1060	8	41
565	1228	8	41
961	1366	8	41
1291	1811	8	41
329	1529	8	42
716	1898	8	42
1802	2305	8	42
2116	2364	8	42
329	1529	8	43
970	1590	8	43
1177	1685	8	43
1487	1899	8	43
1781	2052	8	43
332	1529	8	44
1012	1583	8	44
903	1788	8	44
1291	1849	8	44
1403	1904	8	44
1571	2298	8	44
1910	2439	8	44
329	1529	8	45
1351	2139	8	45
1937	2486	8	45
2108	2595	8	45
332	1529	8	46
978	1732	8	46
1468	1988	8	46
2047	2170	8	46
385	1577	8	47
1172	1702	8	47
835	1726	8	47
1276	1773	8	47
1427	1944	8	47
1603	2159	8	47
382	1577	8	48
813	1726	8	48
1180	2192	8	48
332	1529	8	49
750	1673	8	49
1372	1962	8	49
1636	2313	8	49
2075	2516	8	49
329	1529	8	50
742	1673	8	50
1175	2038	8	50
1952	2232	8	50
2139	2298	8	50
329	1529	8	51
1153	2079	8	51
1302	2152	8	51
1787	2562	8	51
329	1529	8	52
897	1788	8	52
1026	2100	8	52
1259	2270	8	52
2031	2715	8	52
329	1529	8	53
1155	2047	8	53
1518	2513	8	53
2271	2624	8	53
329	1529	8	54
1387	2139	8	54
1766	2504	8	54
2328	2744	8	54
332	1529	8	55
1417	1969	8	55
1857	2240	8	55
2021	2417	8	55
2339	2624	8	55
2645	2781	8	55
329	1529	8	56
736	1899	8	56
962	2343	8	56
1974	2564	8	56
2076	2705	8	56
2430	2904	8	56
329	1529	8	57
716	1899	8	57
1429	1976	8	57
999	2344	8	57
1816	2391	8	57
329	1529	8	58
893	1788	8	58
1019	2084	8	58
1563	2525	8	58
2322	2878	8	58
2711	3066	8	58
329	1529	8	59
897	1788	8	59
1026	2052	8	59
2027	2494	8	59
329	1529	8	60
1145	2079	8	60
1914	2372	8	60
1300	2939	8	60
2157	2977	8	60
329	1529	8	61
1151	2079	8	61
1307	2922	8	61
2831	3062	8	61
