Outlets	Modes	Supercatchment	StreamID
312	659	38	2
458	799	38	2
666	925	38	2
903	1098	38	2
337	784	38	3
693	1240	38	3
849	1275	38	3
1118	1541	38	3
1502	1648	38	3
306	822	38	4
572	982	38	4
809	1277	38	4
1070	1507	38	4
306	843	38	5
556	917	38	5
710	1313	38	5
844	1413	38	5
1078	1450	38	5
1316	1586	38	5
303	852	38	8
647	1095	38	8
781	1360	38	8
1016	1859	38	8
1700	2055	38	8
303	852	38	9
411	1020	38	9
306	852	38	10
604	905	38	10
416	1020	38	10
871	1034	38	10
996	1134	38	10
303	852	38	11
464	876	38	11
1406	1742	38	11
878	1764	38	11
303	851	38	12
486	875	38	12
614	1889	38	12
1416	2115	38	12
2150	2376	38	12
2253	2495	38	12
303	851	38	13
644	955	38	13
408	1019	38	13
830	1267	38	13
1237	1978	38	13
303	852	38	14
652	955	38	14
412	1020	38	14
759	1147	38	14
1022	1433	38	14
920	1874	38	14
1126	1875	38	14
1322	2111	38	14
2022	2188	38	14
1810	2250	38	14
