237,1869
265,1870
288,1869
303,1869
311,1869
364,2302
389,2301
414,2307
439,2308
466,2306
490,2338
516,2341
541,2341
566,2367
592,2368
617,3941
642,3942
667,3942
693,3942
717,3942
744,3942
768,3935
794,3935
820,2624
845,2622
871,2623
890,2623
918,2622
942,2622
969,2600
996,2600
1022,2604
1047,2603
1073,2603
1098,2603
1121,2602
1149,2603
1173,2612
1199,2611
1222,2625
1249,2640
1276,2642
1298,2668
1324,2667
1341,2667
1369,2743
1401,2744
1424,2744
1451,2744
1477,2745
1500,2745
1500,2745
1553,2763
1574,3363
1587,3363
1626,3363
1655,3363
1680,3363
1704,3363
1736,3363
1757,3363
1779,3363
1802,3363
1830,3363
1851,3359
1882,3360
1904,3360
1932,3360
1960,3360
1982,3425
2007,3424
2033,3425
2067,3424
2071,3424
2109,3424
2136,3424
2160,3438
2188,3438
2207,3437
2237,3437
2266,3414
2274,3414
2312,3414
2337,3413
2365,3414
2385,3414
2406,3413
2436,3428
2455,3431
2481,3583
2517,3603
2531,3603
2564,3599
2591,3600
2613,3601
2641,3601
2661,4183
2694,4183
2694,4183
2734,4184
2755,4184
2794,4184
2818,4185
2845,4185
2866,4185
2901,4185
2919,4185
2932,4186
2965,4186
2999,4186
3035,4186
3054,4186
3070,4186
3097,4186
3116,4186
3144,4187
3165,4187
3196,4187
3223,4187
3246,4187
3274,4191
3299,4191
3325,4172
3349,4172
3374,4190
3401,4190
3428,4196
3452,4195
3477,4197
3500,4209
3523,4209
3547,4209
3571,4209
3607,4209
3633,4209
3653,4207
3679,4206
3705,4214
3731,4212
3756,4213
3780,4387
3805,4614
3833,4616
3857,4617
3879,4618
3898,4618
3927,4617
3963,4660
3981,4660
4008,4660
4032,4660
4051,4660
4089,4661
4104,4662
4134,4660
4162,4661
4187,4660
4221,4658
4238,4662
4269,4683
4291,4678
4321,4678
4336,4678
4368,4699
4396,4699
4425,4699
4441,4699
4479,4741
4497,4752
4516,4763
4557,4774
4578,4774
4597,4774
4627,4799
4642,4810
4670,4826
4698,4852
4727,4868
4748,4882
4791,4896
4791,4896
4824,4901
4856,4909
4890,4911
4910,4920
