Outlets	Modes	Supercatchment	StreamID
399	587	7	3
573	735	7	8
681	814	7	8
424	651	7	9
677	745	7	9
421	656	7	10
543	708	7	11
917	1021	7	11
681	952	7	12
304	1007	7	17
779	1030	7	17
492	1040	7	17
304	1007	7	18
854	1048	7	18
1034	1138	7	18
304	1007	7	19
930	1088	7	19
670	1234	7	19
1091	1269	7	19
304	1007	7	20
517	1040	7	20
1077	1202	7	20
713	1352	7	20
304	1007	7	21
976	1229	7	21
1239	1321	7	21
718	1352	7	21
1348	1505	7	21
1510	1593	7	21
302	1007	7	22
713	1352	7	22
1122	1503	7	22
1467	1634	7	22
509	874	7	23
304	1007	7	23
637	1234	7	23
869	1338	7	23
1332	1565	7	23
1542	2083	7	23
1810	2291	7	23
644	843	7	24
513	874	7	24
304	1007	7	24
749	1405	7	24
1169	1508	7	24
1604	1892	7	24
1977	2390	7	24
503	874	7	25
301	1007	7	25
655	1234	7	25
883	1338	7	25
1159	1904	7	25
1361	2976	7	25
2952	2988	7	25
508	874	7	26
302	1007	7	26
661	1234	7	26
866	1338	7	26
1209	2566	7	26
2508	2827	7	26
2644	2928	7	26
2824	3014	7	26
640	843	7	27
511	874	7	27
304	1007	7	27
744	1405	7	27
1157	1599	7	27
1315	1981	7	27
1754	2069	7	27
2060	2242	7	27
511	874	7	28
304	1007	7	28
720	1405	7	28
1208	1575	7	28
1372	1911	7	28
1895	1986	7	28
302	1007	7	29
712	1352	7	29
1353	1530	7	29
1481	2152	7	29
302	1007	7	30
712	1352	7	30
1327	1795	7	30
1506	2060	7	30
1994	2153	7	30
304	1007	7	31
512	1040	7	31
718	1352	7	31
302	1007	7	32
994	2125	7	32
1762	2235	7	32
2096	2567	7	32
2221	3300	7	32
3291	3393	7	32
302	1007	7	33
1019	2123	7	33
2007	2533	7	33
2524	2681	7	33
