249,1509
276,1509
301,1510
329,1509
351,1509
376,1510
403,1509
428,1509
451,1510
480,1509
505,1640
531,1641
553,1640
581,1640
608,1642
633,1647
660,2133
686,2134
710,2134
736,2134
762,2134
785,2134
811,2134
840,2134
862,2134
887,2134
910,2149
941,2149
967,2149
993,2149
1017,2149
1024,2157
1069,4422
1092,4422
1119,4422
1146,4422
1172,4422
1197,4422
1219,4422
1246,4422
1272,4422
1300,4422
1327,4422
1350,4422
1374,4422
1401,4422
1428,4422
1453,4422
1479,4422
1504,2256
1529,2256
1560,2256
1569,2257
1594,2260
1621,2259
1653,2260
1686,2260
1709,2260
1737,2262
1762,2260
1781,2260
1808,2240
1836,2240
1856,2240
1882,2268
1919,2384
1942,2384
1967,2383
1993,2387
2011,2387
2041,2415
2065,2414
2089,2520
2105,2546
2150,2543
2172,2543
2192,2556
2211,2558
2250,2572
2278,2581
2298,2623
2325,2622
2350,2621
2368,2676
2388,2567
2408,2569
2436,2588
2465,2610
2492,2633
2512,2681
2557,2703
2580,2718
2608,2731
2635,2742
2663,2754
2663,2754
2688,2758
2718,2762
2760,2768
