249,2020
275,2020
301,2020
326,2020
352,2020
377,2019
404,2019
429,2019
455,2019
480,2019
506,2024
532,2024
560,2024
580,2024
608,2024
621,2024
666,2024
684,2025
707,2025
740,2025
761,2025
790,2025
814,2026
839,2026
865,2026
886,2026
918,2026
945,2026
970,2026
993,2027
1018,2045
1045,2046
1072,2047
1096,2048
1121,2054
1146,2054
1175,2054
1197,2055
1218,2055
1255,2056
1277,2057
1305,2057
1330,2066
1356,2066
1382,2072
1408,2073
1431,2074
1458,2074
1478,2074
1509,2074
1536,2074
1558,2074
1586,2002
1607,2005
1637,2005
1660,2005
1692,2006
1712,2006
1737,2044
1766,2044
1792,2047
1817,2053
1842,2061
1868,2075
1893,2097
1918,2098
1945,2137
1969,2037
1993,2047
2016,2050
