250,1840
276,1841
301,1844
327,1845
352,1845
379,1847
401,1848
429,1848
455,1850
480,1850
506,1866
532,1872
557,1872
585,1391
609,1391
631,1391
659,1391
688,1391
711,1391
737,1392
758,1392
788,1392
812,1395
840,1395
867,1409
893,1409
918,1414
943,1427
973,1456
991,1456
1018,1461
1044,1489
1069,1491
1098,1516
1122,1549
1142,1549
1173,1551
1199,1638
1222,1677
1252,1684
1273,1701
1299,1731
1325,1733
1354,1759
1377,1758
1400,1866
1432,1927
1457,1943
1478,1948
1505,1954
1535,1948
1556,1950
1588,1954
1612,1963
1637,1968
1665,1974
1684,1969
1717,1973
1746,1975
1774,1997
1798,1995
1817,1992
1856,1996
1876,1994
1899,1995
1923,1995
1957,1993
1973,1991
