Outlets	Modes	Supercatchment	StreamID
472	577	43	2
427	598	43	3
401	568	43	4
421	663	43	10
645	870	43	10
933	1285	43	10
1049	1373	43	10
636	808	43	11
302	578	43	12
534	1618	43	12
1150	1721	43	12
1586	2074	43	12
1769	2153	43	12
310	579	43	13
598	849	43	13
854	1151	43	13
307	579	43	14
640	863	43	14
829	1092	43	14
304	579	43	15
600	1531	43	15
972	1596	43	15
1170	1751	43	15
1706	1861	43	15
1835	1920	43	15
658	853	43	16
441	2227	43	16
723	870	43	17
880	1092	43	17
446	2227	43	17
1033	1721	43	18
1591	1830	43	18
433	2227	43	18
1063	1988	43	19
1963	2189	43	19
433	2227	43	19
2165	2421	43	19
1145	1886	43	20
1810	2143	43	20
433	2227	43	20
302	578	43	21
1210	2026	43	21
1469	2095	43	21
1596	2167	43	21
405	2227	43	21
2085	2524	43	21
302	578	43	22
1254	1920	43	22
1494	2150	43	22
405	2227	43	22
2248	2463	43	22
1684	2499	43	22
301	578	43	25
402	2227	43	25
1419	2395	43	25
1571	2595	43	25
2491	2752	43	25
1874	2811	43	25
2735	2895	43	25
301	578	43	26
403	2227	43	26
2111	2554	43	26
2394	2758	43	26
301	578	43	27
405	2227	43	27
1895	2441	43	27
2100	3178	43	27
1657	3376	43	27
301	578	43	28
402	2227	43	28
1641	3077	43	28
1971	3164	43	28
2722	3400	43	28
3165	3840	43	28
301	578	43	29
402	2227	43	29
1616	3074	43	29
2024	3486	43	29
301	578	43	30
403	2227	43	30
2163	3044	43	30
1655	3074	43	30
301	578	43	31
402	2227	43	31
1671	3375	43	31
1873	3530	43	31
3528	3707	43	31
3201	3837	43	31
301	578	43	32
403	2227	43	32
1671	3375	43	32
1873	3530	43	32
2565	3628	43	32
301	578	43	33
402	2227	43	33
1671	3375	43	33
2515	3375	43	33
1873	3530	43	33
