Modes	Outlets	Supercatchment	StreamID
819	948	6	435
230	369	6	437
588	768	6	437
878	1039	6	437
488	677	6	441
280	695	6	441
386	871	6	441
723	1035	6	441
1094	1329	6	441
254	1016	6	442
489	1102	6	442
642	1219	6	442
478	674	6	443
258	688	6	443
365	871	6	443
759	926	6	443
864	975	6	443
306	1064	6	446
807	1177	6	446
1190	1277	6	446
281	695	6	447
385	871	6	447
625	1015	6	447
861	1068	6	447
1079	1168	6	447
254	688	6	448
283	697	6	449
257	616	6	450
661	924	6	450
792	1054	6	450
392	1235	6	450
280	695	6	451
383	984	6	451
620	1366	6	451
979	1501	6	451
1259	1608	6	451
1478	1743	6	451
257	688	6	452
363	871	6	452
661	954	6	452
278	688	6	453
487	824	6	453
945	1438	6	453
666	1448	6	453
1130	1673	6	453
1462	1939	6	453
1573	1995	6	453
306	1090	6	454
505	1109	6	454
1039	1235	6	454
1194	1354	6	454
655	1011	6	455
310	1065	6	455
794	1097	6	455
1005	1280	6	455
257	688	6	456
468	822	6	456
365	871	6	456
280	695	6	457
638	861	6	457
514	868	6	457
771	1447	6	457
280	695	6	458
522	868	6	458
702	929	6	458
809	1131	6	458
1093	1236	6	458
1196	1322	6	458
258	688	6	459
365	871	6	459
257	688	6	460
365	862	6	460
715	865	6	460
280	695	6	461
385	871	6	461
650	891	6	461
859	1052	6	461
1069	1270	6	461
1192	1449	6	461
1407	1538	6	461
363	871	6	462
654	987	6	462
280	695	6	463
385	871	6	463
571	979	6	463
257	688	6	464
581	828	6	464
363	871	6	464
796	876	6	464
760	988	6	465
256	1016	6	465
493	1102	6	465
861	1127	6	465
1044	1178	6	465
878	1047	6	466
689	1060	6	466
312	1091	6	466
1067	1127	6	466
531	1142	6	466
225	866	6	467
909	1049	6	467
1164	1267	6	467
229	866	6	468
782	1241	6	468
1043	1304	6	468
257	688	6	469
365	871	6	469
555	978	6	469
691	1161	6	469
847	1201	6	469
983	1247	6	469
281	695	6	470
706	941	6	470
388	984	6	470
864	1167	6	470
1026	1244	6	470
280	695	6	471
543	886	6	471
1008	1575	6	471
1248	1620	6	471
1657	1764	6	471
704	1143	6	472
360	1234	6	472
836	1259	6	472
1262	1399	6	472
278	688	6	473
379	872	6	473
561	979	6	473
690	993	6	473
813	1076	6	473
1101	1501	6	473
1413	1649	6	473
1619	1724	6	473
626	1035	6	474
998	1218	6	474
363	1234	6	474
1129	1264	6	474
626	1018	6	475
360	1234	6	475
868	1262	6	475
362	871	6	476
495	1126	6	476
281	695	6	478
388	984	6	478
767	1070	6	478
1079	1210	6	478
575	832	6	479
362	871	6	479
869	1003	6	479
281	695	6	480
570	832	6	480
385	871	6	480
748	977	6	480
936	1120	6	480
257	688	6	482
365	871	6	482
553	978	6	482
796	1154	6	482
257	688	6	483
391	984	6	483
869	1287	6	483
1222	1453	6	483
1449	1523	6	483
281	695	6	484
388	871	6	484
791	1073	6	484
1072	1419	6	484
1311	1501	6	484
363	871	6	490
549	978	6	490
762	1232	6	490
971	1341	6	490
1424	1533	6	490
280	695	6	491
385	871	6	491
779	1028	6	491
963	1532	6	491
1275	1631	6	491
1620	1723	6	491
280	695	6	492
384	871	6	492
772	975	6	492
978	1349	6	492
1318	1529	6	492
307	1059	6	493
1144	1243	6	493
306	1090	6	494
505	1142	6	494
1198	1344	6	494
280	695	6	495
383	871	6	495
565	1064	6	495
696	1166	6	495
1002	1244	6	495
1110	1309	6	495
281	695	6	496
494	833	6	496
652	1064	6	496
892	1157	6	496
280	695	6	497
385	871	6	497
280	695	6	498
383	871	6	498
797	1286	6	498
981	1397	6	498
1159	1512	6	498
1519	1624	6	498
280	695	6	499
386	867	6	499
363	871	6	500
497	1125	6	500
786	1236	6	500
308	949	6	503
1103	1178	6	503
306	949	6	504
988	1182	6	504
1223	1323	6	504
280	695	6	505
383	984	6	505
