151,507
176,553
203,560
229,777
254,781
281,786
301,806
332,806
358,821
384,824
409,853
435,904
462,904
487,937
515,971
542,971
563,971
589,972
615,994
642,996
669,1018
697,1030
720,1067
746,1073
771,1090
797,1094
821,1109
848,1127
876,1577
900,1583
926,1588
954,1599
972,1604
1001,1607
1020,1609
1058,1610
1082,1611
1095,1630
1133,1642
1147,1642
1174,1681
1198,1681
1225,1681
1247,1681
1290,1681
1306,1681
1338,1680
1366,1680
1389,1680
1413,1680
1441,1680
1460,1681
1483,1699
1507,1701
1538,1995
1570,1995
1586,1996
1620,1998
1644,1999
1665,2000
1694,2025
1727,2049
1753,2049
1770,2049
1788,2052
1809,2071
1835,2071
1861,2071
1902,2073
1922,2192
1959,2246
1959,2246
1988,2246
2019,2246
2046,2245
2071,2289
2108,2273
2128,2281
2148,2372
2168,2379
2190,2394
2234,2394
2249,2395
2268,2396
2300,2396
2336,2405
2349,2410
2390,2415
2416,2424
