Modes	Outlets	Supercatchment	StreamID
2282	2436	4	30
208	402	4	33
309	1464	4	33
1164	1588	4	33
1606	1841	4	33
1787	1933	4	33
1978	2285	4	33
1990	2355	4	33
1990	2436	4	33
208	402	4	34
1146	1420	4	34
309	1464	4	34
1381	2232	4	34
2171	2389	4	34
2378	2469	4	34
208	402	4	35
1165	1420	4	35
309	1464	4	35
1372	1539	4	35
1482	1635	4	35
1608	1760	4	35
208	402	4	36
339	1506	4	36
1284	1913	4	36
208	402	4	37
309	1464	4	37
1151	1589	4	37
1284	1917	4	37
1481	2446	4	37
2431	2586	4	37
210	506	5	5
239	485	5	6
173	374	5	9
506	675	5	9
662	740	5	9
219	458	5	10
569	688	5	10
247	402	5	14
272	552	5	15
468	587	5	15
273	456	5	18
576	825	5	18
340	607	5	19
510	651	5	19
644	740	5	19
376	645	5	23
612	919	5	23
259	383	5	25
281	388	5	26
326	549	5	27
415	965	5	28
903	1031	5	28
163	452	5	29
508	646	5	29
360	755	5	30
510	739	5	33
670	806	5	33
186	451	5	34
417	702	5	34
186	452	5	35
449	634	5	35
615	686	5	35
194	460	5	36
407	616	5	36
513	681	5	36
624	727	5	36
574	1102	5	39
806	1222	5	39
172	346	5	40
382	902	5	40
571	930	5	40
958	1032	5	40
420	680	5	41
691	805	5	41
246	628	5	46
512	698	5	46
706	843	5	46
246	627	5	47
382	724	5	47
285	733	5	50
430	821	5	50
609	944	5	50
372	841	5	53
742	1260	5	53
1260	1417	5	53
528	781	5	54
639	849	5	54
820	933	5	54
163	340	5	55
372	680	5	55
716	1110	5	55
920	1310	5	55
1071	1481	5	55
163	339	5	56
476	1246	5	56
970	1331	5	56
1126	1407	5	56
1228	1475	5	56
277	906	5	57
388	524	5	58
433	652	5	59
295	906	5	59
562	1050	5	59
322	608	5	60
516	750	5	60
655	895	5	60
916	1079	5	60
1098	1188	5	60
322	608	5	61
516	864	5	61
818	989	5	61
163	340	5	62
293	1033	5	62
506	1551	5	62
163	340	5	63
294	737	5	63
534	745	5	63
714	942	5	63
931	1048	5	63
163	340	5	64
294	737	5	64
745	1400	5	64
211	526	5	65
211	526	5	66
172	345	5	67
295	1029	5	67
960	1309	5	67
1166	1410	5	67
1382	1530	5	67
293	906	5	68
865	1078	5	68
172	346	5	69
345	571	5	69
552	990	5	69
1105	1348	5	69
172	346	5	70
383	571	5	70
600	842	5	70
345	620	5	72
585	1041	5	72
371	640	5	73
531	1041	5	73
637	1123	5	73
974	1347	5	73
567	843	5	74
295	906	5	74
619	1410	5	75
1425	1453	5	75
593	1296	5	76
288	2706	5	76
172	345	5	79
401	1051	5	79
694	1105	5	79
1006	1407	5	79
624	1095	5	80
835	1307	5	80
405	1395	5	80
1301	1477	5	80
593	1144	5	81
363	1394	5	81
699	1652	5	81
1236	1924	5	81
1340	2182	5	81
624	895	5	82
282	906	5	82
914	1041	5	82
290	906	5	83
600	1288	5	83
705	1348	5	83
888	1593	5	83
1614	1937	5	83
1823	2159	5	83
163	337	5	85
392	1051	5	85
515	1355	5	85
729	1422	5	85
163	340	5	86
400	1051	5	86
532	1308	5	86
163	340	5	87
400	1051	5	87
532	1328	5	87
290	906	5	88
807	997	5	88
1092	1582	5	88
1297	1817	5	88
1821	2024	5	88
163	339	5	90
289	1033	5	90
892	1547	5	90
549	1583	5	90
875	1872	5	93
1388	1978	5	93
1519	2170	5	93
2063	2408	5	93
288	2706	5	93
163	339	5	94
703	1002	5	94
289	1033	5	94
1042	1314	5	94
1290	1406	5	94
549	1583	5	94
163	339	5	95
707	1002	5	95
289	1033	5	95
866	1525	5	95
549	1583	5	95
1310	1682	5	95
290	906	5	96
604	1267	5	96
1306	1565	5	96
1535	1658	5	96
163	337	5	97
288	1033	5	97
545	1583	5	97
163	337	5	98
288	1033	5	98
932	1346	5	98
1087	1582	5	98
545	1583	5	98
282	906	5	99
962	1522	5	99
1278	1721	5	99
598	1835	5	99
1501	1908	5	99
1813	2024	5	99
366	1394	5	100
1450	1657	5	100
364	1393	5	101
961	1596	5	101
1422	1719	5	101
1075	1860	5	102
1602	2138	5	102
1696	2194	5	102
291	2706	5	102
163	339	5	103
289	1033	5	103
1160	1405	5	103
526	1583	5	103
975	1726	5	103
1344	1877	5	103
172	336	5	104
287	1033	5	104
565	1584	5	104
1079	2409	5	104
819	1592	5	105
288	2706	5	105
819	1592	5	106
1418	1786	5	106
288	2706	5	106
282	906	5	107
594	1835	5	107
1217	2179	5	107
1534	2394	5	107
2096	2936	5	107
2736	3067	5	107
282	906	5	109
1195	1760	5	109
702	1779	5	109
1371	2034	5	109
1816	2250	5	109
282	906	5	110
594	1267	5	110
908	1612	5	110
1622	2195	5	110
1392	2295	5	110
1723	2439	5	110
2300	2615	5	110
282	906	5	111
594	1267	5	111
902	1612	5	111
1234	1798	5	111
1908	2400	5	111
1773	2471	5	111
2078	2502	5	111
282	906	5	112
1238	1825	5	112
589	1835	5	112
1443	2259	5	112
1765	2345	5	112
1906	2658	5	112
1301	2363	5	113
311	2706	5	113
282	906	5	114
594	1835	5	114
